"Suburb","Address","Rooms","Type","Method","Seller","Date","Distance","Postcode","Bedroom","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Latitude","Longtitude","Regionname","Propertycount","ParkingArea","Price"
"Oak Park","1 Victoria St",2,"House","S","Barry","3/9/16",11.5,3046,2,1,2,577,160.2800156,1970,"Moreland City Council",-37.7137,144.9167,"Northern",2651,"Detached Garage",592000
"Oakleigh South","2/232 Warrigal Rd",3,"Townhouse","S","Fletchers","3/9/16",14.7,3167,3,2,1,189,123,1970,"Kingston City Council",-37.9122,145.0853,"South-Eastern",3692,"Underground",680000
"Parkville","50 Strickland Rd",4,"House","S","Nelson","3/9/16",2.6,3052,4,2,2,357,249,2009,"Melbourne City Council",-37.7767,144.9403,"Northern",2309,"Outdoor Stall",1230000
"Pascoe Vale","9 Irvine St",3,"House","S","Brad","3/9/16",9.9,3044,2,1,2,50,141,1950,"Moreland City Council",-37.734,144.9416,"Northern",7485,"Carport",1120000
"Pascoe Vale","7 Virginia St",3,"House","S","Nelson","3/9/16",9.9,3044,3,1,4,560,120,1960,"Moreland City Council",-37.7156,144.9429,"Northern",7485,"Detached Garage",770000
"Port Melbourne","903/107 Beach St",2,"Unit","S","Biggin","3/9/16",3.8,3207,2,2,1,557,160.2800156,1970,"Melbourne City Council",-37.8405,144.9319,"Southern",8648,"Indoor",1100000
"Prahran","7/36 Grandview Gr",2,"Unit","VB","Hodges","3/9/16",4.5,3181,2,1,1,557,160.2800156,1970,"Stonnington City Council",-37.85,145.0085,"Southern",7717,"Carport",650000
"Prahran","13/37 Greville St",1,"Unit","S","hockingstuart","3/9/16",4.5,3181,1,1,1,557,34,1960,"Stonnington City Council",-37.8486,144.9872,"Southern",7717,"Detached Garage",342000
"Prahran","20a Percy St",2,"House","PI","hockingstuart","3/9/16",4.5,3181,2,1,1,88,121,2000,"Stonnington City Council",-37.8503,144.9913,"Southern",7717,"Carport",950000
"Prahran","3/122 Williams Rd",2,"Unit","S","Wilson","3/9/16",4.5,3181,2,1,1,557,73,1930,"Stonnington City Council",-37.8511,145.0029,"Southern",7717,"Detached Garage",781000
"Preston","6 Dalgety St",3,"House","S","Harcourts","3/9/16",8.8,3072,3,1,2,644,141,1980,"Darebin City Council",-37.7419,145.0049,"Northern",14577,"Attached Garage",1250000
"Preston","2 Eggleton Ct",3,"House","VB","Ray","3/9/16",8.8,3072,3,1,2,584,160.2800156,1970,"Darebin City Council",-37.7332,145.0252,"Northern",14577,"Indoor",855000
"Preston","370 Gilbert Rd",4,"House","S","Ray","3/9/16",8.8,3072,4,2,2,604,180,1920,"Darebin City Council",-37.7369,144.9905,"Northern",14577,"Parkade",930000
"Preston","164 Gower St",4,"House","S","Nelson","3/9/16",8.8,3072,4,2,1,530,160.2800156,1940,"Darebin City Council",-37.7416,145.016,"Northern",14577,"Underground",900000
"Preston","19 Malpas St",4,"House","S","Nelson","3/9/16",8.8,3072,3,0,0,650,160.2800156,1970,"Darebin City Council",-37.7346,145.0226,"Northern",14577,"Carport",1004000
"Preston","376 Plenty Rd",3,"House","SP","Barry","3/9/16",8.8,3072,3,1,2,518,160.2800156,1970,"Darebin City Council",-37.7418,145.0095,"Northern",14577,"Attached Garage",930000
"Reservoir","1/21 Dumbarton St",3,"Unit","S","Ray","3/9/16",11.2,3073,3,1,1,191,107,1990,"Darebin City Council",-37.7019,145.0256,"Northern",21650,"Detached Garage",475000
"Reservoir","1/147 Purinuan Rd",2,"Unit","PI","Ray","3/9/16",11.2,3073,2,1,1,189,84,2012,"Darebin City Council",-37.708,145.0181,"Northern",21650,"Attached Garage",415000
"Richmond","24 Butler St",2,"House","S","Biggin","3/9/16",2.6,3121,2,1,1,125,103,1950,"Yarra City Council",-37.8106,144.994,"Northern",14949,"Carport",937000
"Richmond","81 Erin St",3,"House","S","Biggin","3/9/16",2.6,3121,2,1,0,203,81,1900,"Yarra City Council",-37.8166,144.9945,"Northern",14949,"Detached Garage",1260000
"Richmond","52 Lyndhurst St",3,"Townhouse","S","Jellis","3/9/16",2.6,3121,3,2,1,675,160.2800156,1970,"Yarra City Council",-37.8206,145.0003,"Northern",14949,"Indoor",1236000
"Richmond","409/120 Palmer St",2,"Unit","PI","LITTLE","3/9/16",2.6,3121,2,2,1,656,160.2800156,1970,"Yarra City Council",-37.8195,145.0103,"Northern",14949,"Parkade",540000
"Richmond","6/25 River St",2,"Unit","S","hockingstuart","3/9/16",2.6,3121,2,1,2,557,85,1997,"Yarra City Council",-37.8164,145.0136,"Northern",14949,"Underground",795250
"Richmond","29/9 Tennyson St",2,"Unit","S","Biggin","3/9/16",2.6,3121,2,1,1,557,75,2001,"Yarra City Council",-37.824,144.9918,"Northern",14949,"Outdoor Stall",582000
"Richmond","2/65 Westbank Tce",1,"Unit","SP","Domain","3/9/16",2.6,3121,1,1,1,557,160.2800156,1970,"Yarra City Council",-37.8226,145.013,"Northern",14949,"Parking Pad",500000
"Rosanna","20 Rowell St",5,"House","S","Nelson","3/9/16",11.4,3084,4,2,1,629,207,1960,"Banyule City Council",-37.7395,145.0773,"Eastern",3540,"Attached Garage",1101500
"Seddon","56 Hamilton St",3,"House","S","Burnham","3/9/16",6.6,3011,3,1,1,350,116,1890,"Maribyrnong City Council",-37.8094,144.8869,"Western",2417,"Indoor",1145000
"South Melbourne","806/50 Albert Rd",2,"Unit","S","Dingle","3/9/16",2.1,3205,2,2,1,557,83,2012,"Port Phillip City Council",-37.8341,144.9713,"Southern",5943,"Parkade",593000
"South Melbourne","157 Napier St",3,"House","SP","Marshall","3/9/16",2.1,3205,3,2,1,88,93,1890,"Port Phillip City Council",-37.8363,144.9628,"Southern",5943,"Outdoor Stall",1600000
"South Yarra","11/276 Domain Rd",1,"Unit","S","hockingstuart","3/9/16",3.3,3141,2,1,1,557,160.2800156,1970,"Melbourne City Council",-37.8351,144.9909,"Southern",14887,"Detached Garage",430000
"South Yarra","5/38 MacFarlan St",2,"Unit","SP","Jellis","3/9/16",3.3,3141,2,1,1,557,86,2003,"Melbourne City Council",-37.8393,144.9886,"Southern",14887,"Attached Garage",722000
"South Yarra","301/89 River St",2,"Unit","S","hockingstuart","3/9/16",3.3,3141,2,2,2,557,160.2800156,2000,"Melbourne City Council",-37.8361,144.9966,"Southern",14887,"Indoor",930000
"South Yarra","18/34 Rockley Rd",1,"Unit","SP","McGrath","3/9/16",3.3,3141,1,1,1,557,160.2800156,1970,"Melbourne City Council",-37.8363,145.0003,"Southern",14887,"Parkade",467500
"South Yarra","9/10 Tivoli Rd",2,"Unit","PI","Buxton","3/9/16",3.3,3141,2,1,0,557,160.2800156,1970,"Melbourne City Council",-37.8391,144.9984,"Southern",14887,"Underground",475000
"Southbank","41/106 Southbank Bvd",3,"Unit","S","VICPROP","3/9/16",1.2,3006,3,1,1,557,106,1993,"Melbourne City Council",-37.8235,144.9655,"Southern",8400,"Carport",720000
"Spotswood","73 The Avenue",3,"House","S","hockingstuart","3/9/16",7.7,3015,3,1,3,690,160.2800156,1950,"Hobsons Bay City Council",-37.8272,144.8789,"Western",1223,"Detached Garage",1040000
"St Kilda","1/170 Barkly St",2,"Unit","S","hockingstuart","3/9/16",6.1,3182,2,1,1,557,160.2800156,1970,"Port Phillip City Council",-37.8679,144.9813,"Southern",13240,"Indoor",509000
"St Kilda","66 Blessington St",4,"House","VB","hockingstuart","3/9/16",6.1,3182,3,2,2,557,160.2800156,1970,"Port Phillip City Council",-37.869,144.9838,"Southern",13240,"Parkade",2400000
"St Kilda","31/12 Clyde St",1,"Unit","PI","McGrath","3/9/16",6.1,3182,1,1,1,557,50,1960,"Port Phillip City Council",-37.8656,144.9782,"Southern",13240,"Carport",380000
"St Kilda","16/14 Mitford St",2,"Unit","S","Gary","3/9/16",6.1,3182,3,2,2,557,160.2800156,1970,"Port Phillip City Council",-37.8715,144.9816,"Southern",13240,"Detached Garage",502000
"Strathmore","78 Hillsyde Pde",3,"House","S","Considine","3/9/16",9.7,3041,3,2,2,662,160.2800156,1970,"Moonee Valley City Council",-37.7356,144.9242,"Western",3284,"Underground",905000
"Strathmore","27 Woolart St",4,"House","S","Considine","3/9/16",9.7,3041,4,2,2,699,160.2800156,1970,"Moonee Valley City Council",-37.7207,144.9073,"Western",3284,"Attached Garage",1052000
"Sunshine","1/136 Wright St",2,"Unit","PI","Douglas","3/9/16",12.6,3020,2,1,1,79,160.2800156,1970,"Brimbank City Council",-37.7952,144.8262,"Western",3755,"Detached Garage",260000
"Sunshine North","23 Compton Pde",4,"House","S","Barry","3/9/16",13.3,3020,4,1,1,683,160.2800156,1970,"Brimbank City Council",-37.7694,144.8321,"Western",4217,"Indoor",716000
"Sunshine West","73 Talintyre Rd",3,"House","S","Barry","3/9/16",13.5,3020,3,1,2,780,160.2800156,1970,"Brimbank City Council",-37.8004,144.8105,"Western",6763,"Carport",496000
"Surrey Hills","36 Banool Rd",4,"House","S","Marshall","3/9/16",11.2,3127,4,3,2,596,264,1930,"Boroondara City Council",-37.8154,145.0927,"Southern",5457,"Detached Garage",2440000
"Surrey Hills","2/33 Chestnut St",3,"Townhouse","S","Fletchers","3/9/16",11.2,3127,4,2,2,401,129,1970,"Boroondara City Council",-37.8332,145.1105,"Southern",5457,"Attached Garage",1110000
"Surrey Hills","112 Croydon Rd",4,"House","S","Fletchers","3/9/16",11.2,3127,4,3,2,771,312,2000,"Boroondara City Council",-37.8239,145.0969,"Southern",5457,"Carport",2128000
"Surrey Hills","28 Guildford Rd",3,"House","S","Noel","3/9/16",11.2,3127,3,1,2,843,160.2800156,1970,"Boroondara City Council",-37.822,145.0897,"Southern",5457,"Detached Garage",2009000
"Surrey Hills","226 Union Rd",5,"House","VB","RT","3/9/16",11.2,3127,5,3,2,735,235,1920,"Boroondara City Council",-37.8175,145.0987,"Southern",5457,"Attached Garage",2200000
"Templestowe Lower","25 Clauscen St",3,"House","S","Ray","3/9/16",13.8,3107,4,2,2,649,160.2800156,1970,"Manningham City Council",-37.7642,145.1157,"Eastern",5420,"Indoor",1150000
"Templestowe Lower","3 Waratah Dr",4,"House","SP","Zahn","3/9/16",13.8,3107,4,2,2,657,221,1978,"Manningham City Council",-37.7624,145.1175,"Eastern",5420,"Parkade",1201000
"Thornbury","2/305 Rossmoyne St",3,"Unit","VB","Jellis","3/9/16",6.5,3071,3,1,1,557,160.2800156,1970,"Darebin City Council",-37.7591,145.0211,"Northern",8870,"Outdoor Stall",510000
"Viewbank","52 Rosemar Cct",4,"House","S","Miles","3/9/16",13.8,3084,4,2,2,626,160.2800156,1970,"Banyule City Council",-37.735,145.0921,"Eastern",2698,"Detached Garage",910000
"Viewbank","4 The Glade",3,"House","S","Miles","3/9/16",13.8,3084,4,2,2,656,183,1990,"Banyule City Council",-37.7322,145.0995,"Eastern",2698,"Attached Garage",960000
"West Melbourne","44 Anderson St",3,"Townhouse","S","Jellis","3/9/16",1.9,3003,3,3,2,557,132,1940,"Melbourne City Council",-37.8048,144.9424,"Northern",2230,"Carport",1010000
"Williamstown","4 Freyer St",4,"House","S","hockingstuart","3/9/16",8,3016,3,2,1,452,160.2800156,1970,"Hobsons Bay City Council",-37.855,144.8905,"Western",6380,"Detached Garage",1325000
"Williamstown","46 Pasco St",4,"House","S","Gunn&Co","3/9/16",8,3016,4,2,1,320,160,1950,"Hobsons Bay City Council",-37.8613,144.8988,"Western",6380,"Attached Garage",1400000
"Williamstown","54 Twyford St",3,"House","S","Greg","3/9/16",8,3016,3,1,1,507,186,1910,"Hobsons Bay City Council",-37.8681,144.8994,"Western",6380,"Parkade",1535000
"Williamstown North","4/4 Florence St",2,"Townhouse","VB","Village","3/9/16",8.9,3016,2,1,1,53,160.2800156,1970,"Hobsons Bay City Council",-37.8563,144.8782,"Western",802,"Carport",500000
"Windsor","207/152 Peel St",2,"Unit","VB","Jellis","3/9/16",5.1,3181,2,2,1,557,78,2012,"Port Phillip City Council",-37.8558,144.9903,"Southern",4380,"Detached Garage",580000
"Yallambie","11 Tarcoola Dr",4,"House","S","Barry","3/9/16",15,3085,4,1,1,530,160.2800156,1970,"Banyule City Council",-37.7251,145.1053,"Northern",1369,"Indoor",700000
"Yarraville","13 Benbow St",3,"House","S","Jas","3/9/16",7,3013,3,2,1,448,147,1940,"Maribyrnong City Council",-37.8228,144.8799,"Western",6543,"Detached Garage",1000000
"Yarraville","6 Sanderson St",2,"House","SP","Village","3/9/16",7,3013,3,1,2,471,103,1950,"Maribyrnong City Council",-37.8149,144.8707,"Western",6543,"Indoor",890000
"Yarraville","40 Tarrengower St",2,"House","SP","Jas","3/9/16",7,3013,2,1,1,134,160.2800156,1970,"Maribyrnong City Council",-37.8176,144.8911,"Western",6543,"Parkade",760000
"Yarraville","83 Tarrengower St",3,"House","S","Village","3/9/16",7,3013,3,1,0,191,105,1910,"Maribyrnong City Council",-37.8175,144.8879,"Western",6543,"Underground",1165000
"Abbotsford","85 Turner St",2,"House","S","Biggin","3/12/16",2.5,3067,2,1,1,202,160.2800156,1970,"Yarra City Council",-37.7996,144.9984,"Northern",4019,"Outdoor Stall",1480000
"Airport West","50 Bedford St",3,"House","VB","Nelson","3/12/16",13.5,3042,3,2,1,557,145,1965,"Moonee Valley City Council",-37.7203,144.8755,"Western",3464,"Parking Pad",730000
"Altona","59 Bracken Gr",5,"House","S","Greg","3/12/16",13.8,3018,5,3,3,729,268,2005,"Hobsons Bay City Council",-37.8721,144.8105,"Western",5301,"Carport",1525000
"Armadale","1/42 Adelaide St",2,"Unit","VB","Noel","3/12/16",6.3,3143,2,1,0,861,160.2800156,1970,"Stonnington City Council",-37.8539,145.0284,"Southern",4836,"Detached Garage",550000
"Armadale","14/71 Denbigh Rd",3,"Unit","S","Marshall","3/12/16",6.3,3143,3,2,2,557,100,1998,"Stonnington City Council",-37.8552,145.016,"Southern",4836,"Attached Garage",995000
"Armadale","4/769 High St",3,"Townhouse","S","Jellis","3/12/16",6.3,3143,3,2,2,101,105,2000,"Stonnington City Council",-37.854,145.0135,"Southern",4836,"Indoor",1205000
"Armadale","7 Llaneast St",3,"House","S","Jellis","3/12/16",6.3,3143,3,2,2,296,150,1889,"Stonnington City Council",-37.8614,145.0274,"Southern",4836,"Outdoor Stall",1939000
"Armadale","9/55 Northcote Rd",1,"Unit","S","Biggin","3/12/16",6.3,3143,1,1,0,557,160.2800156,1970,"Stonnington City Council",-37.853,145.0167,"Southern",4836,"Parking Pad",421500
"Ascot Vale","30 Rothwell St",3,"House","S","Nelson","3/12/16",5.9,3032,3,1,2,298,108,1920,"Moonee Valley City Council",-37.7777,144.9195,"Western",6567,"Detached Garage",940000
"Ascot Vale","9/5 Rothwell St",2,"Unit","SP","Brad","3/12/16",5.9,3032,2,1,1,557,62,1980,"Moonee Valley City Council",-37.7761,144.9201,"Western",6567,"Attached Garage",467000
"Ashburton","69 Albion Rd",3,"House","S","Jellis","3/12/16",11,3147,3,2,2,599,220,1930,"Boroondara City Council",-37.8673,145.0688,"Southern",3052,"Parkade",1670000
"Ashburton","1/17 Ashburn Gr",3,"Townhouse","S","Buxton","3/12/16",11,3147,3,2,2,203,160.2800156,1970,"Boroondara City Council",-37.8655,145.0807,"Southern",3052,"Underground",955000
"Ashburton","3/39 Solway St",3,"Townhouse","S","Fletchers","3/12/16",11,3147,3,3,4,310,315,2014,"Boroondara City Council",-37.874,145.0714,"Southern",3052,"Carport",2050000
"Ashwood","28 Raymond St",3,"House","S","Woodards","3/12/16",12.2,3147,3,1,1,842,160.2800156,1970,"Monash City Council",-37.867,145.1092,"Southern",2894,"Attached Garage",1250000
"Avondale Heights","157 Canning St",3,"Townhouse","S","Nelson","3/12/16",10.5,3034,3,3,1,557,181,2017,"Moonee Valley City Council",-37.77,144.8572,"Western",4502,"Indoor",851000
"Balaclava","7/72 Grosvenor St",2,"Unit","PI","hockingstuart","3/12/16",6.6,3183,2,1,2,557,61,1965,"Port Phillip City Council",-37.8731,144.9958,"Southern",2952,"Carport",410000
"Balwyn","2/74 Balwyn Rd",3,"Unit","SA","Philip","3/12/16",9.7,3103,3,2,2,206,112,1998,"Boroondara City Council",-37.8161,145.0812,"Southern",5682,"Detached Garage",1070000
"Balwyn","112 Belmore Rd",5,"House","PI","RT","3/12/16",9.7,3103,5,3,2,715,420,2009,"Boroondara City Council",-37.8028,145.0768,"Southern",5682,"Parkade",2570000
"Balwyn","27 Bevan St",4,"House","VB","RW","3/12/16",9.7,3103,4,2,2,744,226,1985,"Boroondara City Council",-37.8147,145.0748,"Southern",5682,"Underground",2400000
"Balwyn","129 Gordon St",3,"House","S","North","3/12/16",9.7,3103,3,3,2,651,266,1970,"Boroondara City Council",-37.8085,145.0764,"Southern",5682,"Outdoor Stall",2200000
"Balwyn","4 Melba Ct",5,"House","PI","hockingstuart","3/12/16",9.7,3103,5,5,2,651,410,1970,"Boroondara City Council",-37.8071,145.0908,"Southern",5682,"Carport",3250000
"Balwyn","5/14 Parring Rd",2,"Unit","S","Noel","3/12/16",9.7,3103,2,1,1,122,97,1977,"Boroondara City Council",-37.8124,145.0916,"Southern",5682,"Detached Garage",806000
"Balwyn","349 Union Rd",6,"House","VB","Jellis","3/12/16",9.7,3103,6,4,7,2051,449,1935,"Boroondara City Council",-37.8051,145.1016,"Southern",5682,"Attached Garage",4000000
"Balwyn","3/10 Westminster St",2,"House","S","Jellis","3/12/16",9.7,3103,2,2,2,557,160.2800156,1970,"Boroondara City Council",-37.8134,145.0972,"Southern",5682,"Indoor",1215000
"Balwyn","22 Yongala St",5,"House","PI","Noel","3/12/16",9.7,3103,5,3,2,600,356,2006,"Boroondara City Council",-37.8061,145.0801,"Southern",5682,"Parkade",2250000
"Balwyn North","30 Abbott St",7,"House","PI","Barry","3/12/16",9.2,3104,7,2,0,942,160.2800156,1970,"Boroondara City Council",-37.7923,145.1029,"Southern",7809,"Carport",1350000
"Balwyn North","25 Bolinda Rd",4,"House","S","Noel","3/12/16",9.2,3104,4,2,2,647,185,1955,"Boroondara City Council",-37.7917,145.0868,"Southern",7809,"Detached Garage",1905000
"Balwyn North","3 Dumblane St",5,"House","PI","hockingstuart","3/12/16",9.2,3104,5,4,2,760,477,2015,"Boroondara City Council",-37.7907,145.0907,"Southern",7809,"Attached Garage",3300000
"Balwyn North","30 Hood St",4,"House","VB","Fletchers","3/12/16",9.2,3104,4,2,2,642,215,1955,"Boroondara City Council",-37.7988,145.0726,"Southern",7809,"Indoor",1900000
"Balwyn North","36 Kenny St",3,"House","S","Marshall","3/12/16",9.2,3104,3,1,2,888,137,1950,"Boroondara City Council",-37.8002,145.0949,"Southern",7809,"Parkade",2251000
"Balwyn North","13 Riverview Rd",4,"House","PI","RW","3/12/16",9.2,3104,4,2,2,750,214,1950,"Boroondara City Council",-37.7906,145.0788,"Southern",7809,"Carport",2205000
"Balwyn North","43 Sweyn St",3,"House","S","hockingstuart","3/12/16",9.2,3104,3,2,1,347,160,2011,"Boroondara City Council",-37.7947,145.1035,"Southern",7809,"Detached Garage",1265000
"Bentleigh","32 Leckie St",2,"House","S","Woodards","3/12/16",13,3204,2,1,4,730,160.2800156,1970,"Glen Eira City Council",-37.9207,145.0479,"Southern",6795,"Attached Garage",1550000
"Bentleigh","7 Marquis Rd",4,"House","S","Woodards","3/12/16",13,3204,4,1,4,786,160.2800156,1970,"Glen Eira City Council",-37.9305,145.0449,"Southern",6795,"Indoor",1420000
"Bentleigh","11 Rogers Rd",3,"House","S","Buxton","3/12/16",13,3204,3,2,2,613,143,1960,"Glen Eira City Council",-37.9311,145.0428,"Southern",6795,"Parkade",1425000
"Bentleigh","3/2 Scotts St",2,"Townhouse","S","hockingstuart","3/12/16",13,3204,2,1,1,140,250,1970,"Glen Eira City Council",-37.9204,145.0443,"Southern",6795,"Underground",851000
"Bentleigh East","2a Bessie St",2,"Unit","S","hockingstuart","3/12/16",13.9,3165,2,1,2,281,95,2002,"Glen Eira City Council",-37.9255,145.0796,"Southern",10969,"Outdoor Stall",746000
"Bentleigh East","14a Daphne St",1,"Unit","S","Woodards","3/12/16",13.9,3165,1,1,1,105,160.2800156,1970,"Glen Eira City Council",-37.9181,145.0586,"Southern",10969,"Detached Garage",580000
"Bentleigh East","19 Denver St",5,"House","SP","Buxton","3/12/16",13.9,3165,5,2,2,683,190,1960,"Glen Eira City Council",-37.9333,145.0602,"Southern",10969,"Indoor",1275000
"Bentleigh East","93 Parkmore Rd",3,"House","S","C21","3/12/16",13.9,3165,3,1,2,603,160.2800156,1970,"Glen Eira City Council",-37.9155,145.0723,"Southern",10969,"Indoor",1206000
"Brighton","152A Cochrane St",4,"House","S","Hodges","3/12/16",11.2,3186,4,2,2,436,160.2800156,1970,"Bayside City Council",-37.8927,145.0005,"Southern",10579,"Carport",1830000
"Brighton","17 McCallum St",4,"House","S","Marshall","3/12/16",11.2,3186,4,3,2,836,284,1960,"Bayside City Council",-37.9071,144.9898,"Southern",10579,"Attached Garage",3695000
"Brighton","2/26 Pearson St",2,"Unit","SP","Hodges","3/12/16",11.2,3186,2,1,2,557,70,1970,"Bayside City Council",-37.9081,145.0043,"Southern",10579,"Underground",536000
"Brighton","18 Victoria St",4,"House","S","Marshall","3/12/16",11.2,3186,4,3,2,742,247,1900,"Bayside City Council",-37.914,144.9878,"Southern",10579,"Parking Pad",3700000
"Brighton","20 Victoria St",4,"House","S","Buxton","3/12/16",11.2,3186,4,3,2,745,160.2800156,1970,"Bayside City Council",-37.9139,144.9878,"Southern",10579,"Carport",3775000
"Brighton","50 Well St",3,"House","S","Buxton","3/12/16",11.2,3186,3,1,2,432,122,1930,"Bayside City Council",-37.9172,144.996,"Southern",10579,"Detached Garage",1975000
"Brighton East","133A Centre Rd",4,"House","PI","hockingstuart","3/12/16",10.7,3187,4,3,2,618,213,2008,"Bayside City Council",-37.9162,145.0219,"Southern",6938,"Underground",1310000
